species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,bill_length_mm_outlier,bill_depth_mm_outlier,flipper_length_mm_outlier,body_mass_g_outlier,is_any_outlier,body_mass_kg,bill_area_mm2,bill_ratio,flipper_mass_ratio,cluster,PC1,PC2
Adelie,Torgersen,34.6,21.1,198.0,4400.0,Male,False,False,False,False,False,4.4,730.0600000000001,1.6398104265402844,44.99999999999999,0,-2.110196997891214,0.3765202905214848
Adelie,Torgersen,36.6,17.8,185.0,3700.0,Female,False,False,False,False,False,3.7,651.48,2.056179775280899,50.0,0,-1.6587410521162593,-0.6785597359494014
Adelie,Torgersen,38.7,19.0,195.0,3450.0,Female,False,False,False,False,False,3.45,735.3000000000001,2.0368421052631582,56.52173913043478,0,-1.2883837833877354,0.060547945839723845
Adelie,Torgersen,42.5,20.7,197.0,4500.0,Male,False,False,False,False,False,4.5,879.75,2.0531400966183577,43.77777777777778,0,-1.2523744604422253,1.1760425202005427
Adelie,Torgersen,34.4,18.4,184.0,3325.0,Female,False,False,False,False,False,3.325,632.9599999999999,1.8695652173913044,55.338345864661655,0,-2.0851325659681472,-0.7174356866442997
Adelie,Torgersen,46.0,21.5,194.0,4200.0,Male,False,False,False,False,False,4.2,989.0,2.13953488372093,46.19047619047619,2,-1.2473349506970142,1.8978128484898082
Adelie,Biscoe,37.8,18.3,174.0,3400.0,Female,False,False,False,False,False,3.4,691.74,2.065573770491803,51.1764705882353,0,-2.1848664761720027,-0.37035655860211936
Adelie,Biscoe,37.7,18.7,180.0,3600.0,Male,False,False,False,False,False,3.6,704.99,2.016042780748663,50.0,0,-2.0170572896971906,-0.21385358174577995
Adelie,Biscoe,35.9,19.2,189.0,3800.0,Female,False,False,False,False,False,3.8,689.28,1.8697916666666667,49.73684210526316,0,-1.9064867314522362,-0.21689746759458442
Adelie,Biscoe,38.2,18.1,185.0,3950.0,Male,False,False,False,False,False,3.95,691.4200000000001,2.110497237569061,46.83544303797469,0,-1.5748006730908342,-0.37023530913663294
Adelie,Biscoe,38.8,17.2,180.0,3800.0,Male,False,False,False,False,False,3.8,667.3599999999999,2.255813953488372,47.36842105263158,0,-1.5145644096228565,-0.6551346107519344
Adelie,Biscoe,35.3,18.9,187.0,3800.0,Female,False,False,False,False,False,3.8,667.1699999999998,1.867724867724868,49.21052631578947,0,-1.9831586490768496,-0.40945556462176824
Adelie,Biscoe,40.6,18.6,183.0,3550.0,Male,False,False,False,False,False,3.55,755.1600000000001,2.182795698924731,51.54929577464789,0,-1.5559956878844803,0.10624403239846565
Adelie,Biscoe,40.5,17.9,187.0,3200.0,Female,False,False,False,False,False,3.2,724.9499999999999,2.2625698324022347,58.4375,0,-1.1955110151921438,-0.16354874850964315
Adelie,Biscoe,37.9,18.6,172.0,3150.0,Female,False,False,False,False,False,3.15,704.94,2.0376344086021505,54.60317460317461,0,-2.3470078487132002,-0.24855731438225181
Adelie,Biscoe,40.5,18.9,180.0,3950.0,Male,False,False,False,False,False,3.95,765.4499999999999,2.1428571428571432,45.56962025316456,0,-1.7854408893561526,0.20128481804514806
Adelie,Dream,39.5,16.7,178.0,3250.0,Female,False,False,False,False,False,3.25,659.65,2.3652694610778444,54.76923076923077,0,-1.4073583783219157,-0.76707302726933
Adelie,Dream,37.2,18.1,178.0,3900.0,Male,False,False,False,False,False,3.9,673.32,2.0552486187845305,45.64102564102564,0,-2.0053914415293743,-0.5091778771683608
Adelie,Dream,39.5,17.8,188.0,3300.0,Female,False,False,False,False,False,3.3,703.1,2.2191011235955056,56.969696969696976,0,-1.223747369394793,-0.3201761688416441
Adelie,Dream,40.9,18.9,184.0,3900.0,Male,False,False,False,False,False,3.9,773.0099999999999,2.164021164021164,47.17948717948718,0,-1.5567616077090394,0.25995201035732474
Adelie,Dream,36.4,17.0,195.0,3325.0,Female,False,False,False,False,False,3.325,618.8,2.1411764705882352,58.64661654135338,0,-1.000107597492891,-0.9832793048187328
Adelie,Dream,39.2,21.1,196.0,4150.0,Male,False,False,False,False,False,4.15,827.1200000000001,1.8578199052132705,47.2289156626506,0,-1.7381042298172966,0.9275863981320885
Adelie,Dream,38.8,20.0,190.0,3950.0,Male,False,False,False,False,False,3.95,776.0,1.94,48.10126582278481,0,-1.7741080252468855,0.44262344805546344
Adelie,Dream,42.2,18.5,180.0,3550.0,Female,False,False,False,False,False,3.55,780.7,2.2810810810810813,50.70422535211268,0,-1.5088910681733205,0.25369923460846916
Adelie,Dream,37.6,19.3,181.0,3300.0,Female,False,False,False,False,False,3.3,725.6800000000001,1.9481865284974091,54.84848484848485,0,-2.1365630008702725,0.0063456131230605955
Adelie,Dream,39.8,19.1,184.0,4650.0,Male,False,False,False,False,False,4.65,760.18,2.083769633507853,39.56989247311828,0,-1.7203715395972,0.203515650837817
Adelie,Dream,36.5,18.0,182.0,3150.0,Female,False,False,False,False,False,3.15,657.0,2.0277777777777777,57.77777777777778,0,-1.862118334496688,-0.6218049032662308
Adelie,Dream,40.8,18.4,195.0,3900.0,Male,False,False,False,False,False,3.9,750.7199999999999,2.217391304347826,50.0,0,-0.9191620899476256,0.08475709845657549
Adelie,Dream,36.0,18.5,186.0,3100.0,Female,False,False,False,False,False,3.1,666.0,1.945945945945946,60.0,0,-1.854984724974072,-0.4805328905927462
Adelie,Dream,44.1,19.7,196.0,4400.0,Male,False,False,False,False,False,4.4,868.77,2.238578680203046,44.54545454545454,2,-0.8765869451237062,0.9840744209047441
Adelie,Dream,37.0,16.9,185.0,3000.0,Female,False,False,False,False,False,3.0,625.3,2.189349112426036,61.66666666666666,0,-1.3835937462202714,-0.9747666706404572
Adelie,Dream,39.6,18.8,190.0,4600.0,Male,False,False,False,False,False,4.6,744.48,2.106382978723404,41.30434782608696,0,-1.3802209280023756,0.07992529645442979
Adelie,Dream,41.1,19.0,182.0,3425.0,Male,False,False,False,False,False,3.425,780.9,2.1631578947368424,53.13868613138686,0,-1.656633133549051,0.31727100914530726
Adelie,Dream,37.5,18.9,179.0,2975.0,Unknown,False,False,False,False,False,2.975,708.75,1.984126984126984,60.16806722689076,0,-2.136496956810155,-0.16404013439193924
Adelie,Dream,36.0,17.9,190.0,3450.0,Female,False,False,False,False,False,3.45,644.4,2.011173184357542,55.07246376811594,0,-1.5104339628542824,-0.6999480580422024
Adelie,Dream,42.3,21.2,191.0,4150.0,Male,False,False,False,False,False,4.15,896.7599999999999,1.9952830188679245,46.024096385542165,0,-1.685196944294327,1.3278381385303972
Adelie,Biscoe,39.6,17.7,186.0,3500.0,Female,False,False,False,False,False,3.5,700.92,2.2372881355932206,53.142857142857146,0,-1.2816170655710126,-0.35152073647582727
Adelie,Biscoe,40.1,18.9,188.0,4300.0,Male,False,False,False,False,False,4.3,757.89,2.121693121693122,43.72093023255814,0,-1.4496904282862944,0.17351927672782888
Adelie,Biscoe,35.0,17.9,190.0,3450.0,Female,False,False,False,False,False,3.45,626.5,1.9553072625698324,55.07246376811594,0,-1.6117740480412561,-0.8208646629935966
Adelie,Biscoe,42.0,19.5,200.0,4050.0,Male,False,False,False,False,False,4.05,819.0,2.1538461538461537,49.38271604938272,0,-0.849122038261539,0.6638781949114108
Adelie,Biscoe,34.5,18.1,187.0,2900.0,Female,False,False,False,False,False,2.9,624.45,1.9060773480662985,64.48275862068965,0,-1.8556873644964753,-0.8124764722909823
Adelie,Biscoe,41.4,18.6,191.0,3700.0,Male,False,False,False,False,False,3.7,770.0400000000001,2.225806451612903,51.62162162162162,0,-1.098637124590254,0.22357841702281905
Adelie,Biscoe,39.0,17.5,186.0,3550.0,Female,False,False,False,False,False,3.55,682.5,2.2285714285714286,52.3943661971831,0,-1.2902852785007088,-0.5006426053736887
Adelie,Biscoe,40.6,18.8,193.0,3800.0,Male,False,False,False,False,False,3.8,763.2800000000001,2.1595744680851063,50.78947368421053,0,-1.1377734071361592,0.20856731415453833
Adelie,Biscoe,36.5,16.6,181.0,2850.0,Female,False,False,False,False,False,2.85,605.9000000000001,2.198795180722892,63.50877192982456,0,-1.5442032791123503,-1.1603833823383098
Adelie,Biscoe,37.6,19.1,194.0,3750.0,Male,False,False,False,False,False,3.75,718.1600000000001,1.9685863874345548,51.73333333333333,0,-1.4729616080777321,-0.03674950422620164
Adelie,Biscoe,35.7,16.9,185.0,3150.0,Female,False,False,False,False,False,3.15,603.33,2.112426035502959,58.730158730158735,0,-1.515335856963337,-1.1319582570772693
Adelie,Biscoe,41.3,21.1,195.0,4400.0,Male,False,False,False,False,False,4.4,871.43,1.9573459715639807,44.31818181818181,0,-1.5723258628177335,1.1789361309471107
Adelie,Biscoe,37.6,17.0,185.0,3600.0,Female,False,False,False,False,False,3.6,639.2,2.211764705882353,51.388888888888886,0,-1.3488576141993318,-0.8639307547061075
Adelie,Biscoe,41.1,18.2,192.0,4050.0,Male,False,False,False,False,False,4.05,748.02,2.258241758241758,47.40740740740741,0,-0.9777316618882876,0.0367347612662552
Adelie,Biscoe,36.4,17.1,184.0,2850.0,Female,False,False,False,False,False,2.85,622.44,2.1286549707602336,64.56140350877193,0,-1.543569447408026,-0.9733198652671726
Adelie,Biscoe,41.6,18.0,192.0,3950.0,Male,False,False,False,False,False,3.95,748.8000000000001,2.311111111111112,48.60759493670886,0,-0.8749257811123126,0.020621157814927592
Adelie,Biscoe,35.5,16.2,195.0,3350.0,Female,False,False,False,False,False,3.35,575.1,2.191358024691358,58.208955223880594,0,-0.8827703214312133,-1.3983918729830875
Adelie,Biscoe,41.1,19.1,188.0,4100.0,Male,False,False,False,False,False,4.1,785.0100000000001,2.1518324607329844,45.85365853658537,0,-1.40048618128181,0.37100778760624914
Adelie,Torgersen,35.9,16.6,190.0,3050.0,Female,False,False,False,False,False,3.05,595.94,2.1626506024096384,62.29508196721312,0,-1.181685023186806,-1.2097571070630035
Adelie,Torgersen,41.8,19.4,198.0,4450.0,Male,False,False,False,False,False,4.45,810.9199999999998,2.154639175257732,44.49438202247191,0,-0.9373937599938512,0.596258645791809
Adelie,Torgersen,33.5,19.0,190.0,3600.0,Female,False,False,False,False,False,3.6,636.5,1.763157894736842,52.77777777777778,0,-2.0505312858254037,-0.5810940878220503
Adelie,Torgersen,39.7,18.4,190.0,3900.0,Male,False,False,False,False,False,3.9,730.48,2.1576086956521743,48.71794871794872,0,-1.2658152431187006,-0.06112685490448133
Adelie,Torgersen,39.6,17.2,196.0,3550.0,Female,False,False,False,False,False,3.55,681.12,2.302325581395349,55.21126760563381,0,-0.6809193511839822,-0.5171991254643418
Adelie,Torgersen,45.8,18.9,197.0,4150.0,Male,False,False,False,False,False,4.15,865.6199999999999,2.4232804232804237,47.46987951807228,2,-0.44872963568281626,0.8859201631969184
Adelie,Torgersen,35.5,17.5,190.0,3700.0,Female,False,False,False,False,False,3.7,621.25,2.0285714285714285,51.35135135135135,0,-1.456832329082793,-0.9135501723719489
Adelie,Torgersen,42.8,18.5,195.0,4250.0,Male,False,False,False,False,False,4.25,791.8,2.3135135135135134,45.88235294117647,0,-0.7425498386649229,0.364876261322877
Adelie,Torgersen,40.9,16.8,191.0,3700.0,Female,False,False,False,False,False,3.7,687.12,2.4345238095238093,51.62162162162162,0,-0.6800846235413449,-0.526027038796103
Adelie,Torgersen,37.2,19.4,184.0,3900.0,Male,False,False,False,False,False,3.9,721.68,1.9175257731958768,47.17948717948718,0,-2.0620595183570627,0.003990336854729219
Adelie,Torgersen,36.2,16.1,187.0,3550.0,Female,False,False,False,False,False,3.55,582.82,2.248447204968944,52.67605633802817,0,-1.1620508378537353,-1.3726373031438612
Adelie,Torgersen,42.1,19.1,195.0,4000.0,Male,False,False,False,False,False,4.0,804.1100000000001,2.2041884816753927,48.75,0,-0.9698954128432696,0.509950355637977
Adelie,Torgersen,34.6,17.2,189.0,3200.0,Female,False,False,False,False,False,3.2,595.12,2.011627906976744,59.0625,0,-1.5168704603704173,-1.139808113301646
Adelie,Torgersen,42.9,17.6,196.0,4700.0,Male,False,False,False,False,False,4.7,755.0400000000001,2.4375,41.70212765957447,0,-0.4507687464319467,0.034969482729309526
Adelie,Torgersen,36.7,18.8,187.0,3800.0,Female,False,False,False,False,False,3.8,689.96,1.952127659574468,49.21052631578947,0,-1.815214610723842,-0.2784582706533276
Adelie,Torgersen,35.1,19.4,193.0,4200.0,Male,False,False,False,False,False,4.2,680.9399999999999,1.809278350515464,45.95238095238095,0,-1.8515513902119791,-0.2267582952970555
Adelie,Dream,37.3,17.8,191.0,3350.0,Female,False,False,False,False,False,3.35,663.9399999999999,2.095505617977528,57.014925373134325,0,-1.3055881211268925,-0.5784672869859974
Adelie,Dream,41.3,20.3,194.0,3550.0,Male,False,False,False,False,False,3.55,838.39,2.034482758620689,54.647887323943664,0,-1.4108183219808603,0.8700733696561057
Adelie,Dream,36.3,19.5,190.0,3800.0,Male,False,False,False,False,False,3.8,707.8499999999999,1.8615384615384611,50.0,0,-1.8971186427580986,-0.05109782914058437
Adelie,Dream,36.9,18.6,189.0,3500.0,Female,False,False,False,False,False,3.5,686.34,1.9838709677419355,54.0,0,-1.6487391317177977,-0.3256965804242642
Adelie,Dream,38.3,19.2,189.0,3950.0,Male,False,False,False,False,False,3.95,735.3599999999999,1.9947916666666663,47.848101265822784,0,-1.6632705270034995,0.07330238428876147
Adelie,Dream,38.9,18.8,190.0,3600.0,Female,False,False,False,False,False,3.6,731.32,2.0691489361702127,52.77777777777778,0,-1.4511589876332576,-0.00471632701154647
Adelie,Dream,35.7,18.0,202.0,3550.0,Female,False,False,False,False,False,3.55,642.6,1.9833333333333332,56.90140845070423,0,-1.0024741647846476,-0.6670354355692498
Adelie,Dream,41.1,18.1,205.0,4300.0,Male,False,False,False,False,False,4.3,743.9100000000001,2.270718232044199,47.674418604651166,0,-0.3401981881869917,0.0319255968805059
Adelie,Dream,34.0,17.1,185.0,3400.0,Female,False,False,False,False,False,3.4,581.4000000000001,1.9883040935672516,54.41176470588236,0,-1.7397498399636817,-1.2609445795676135
Adelie,Dream,39.6,18.1,186.0,4450.0,Male,False,False,False,False,False,4.45,716.7600000000001,2.187845303867403,41.79775280898876,0,-1.38588874193599,-0.19837692462177653
Adelie,Dream,36.2,17.3,187.0,3300.0,Female,False,False,False,False,False,3.3,626.2600000000001,2.092485549132948,56.66666666666667,0,-1.4748658669486656,-0.9132058675817118
Adelie,Dream,40.8,18.9,208.0,4300.0,Male,False,False,False,False,False,4.3,771.1199999999999,2.1587301587301586,48.372093023255815,0,-0.4380361307937943,0.3096636518519003
Adelie,Dream,38.1,18.6,190.0,3700.0,Female,False,False,False,False,False,3.7,708.6600000000001,2.048387096774193,51.35135135135135,0,-1.480095217600348,-0.1780215168996862
Adelie,Dream,40.3,18.5,196.0,4350.0,Male,False,False,False,False,False,4.35,745.55,2.1783783783783783,45.05747126436782,0,-0.9488642397392761,0.0651598865272963
Adelie,Dream,33.1,16.1,178.0,2900.0,Female,False,False,False,False,False,2.9,532.9100000000001,2.0559006211180124,61.37931034482759,0,-1.8995274089710823,-1.7706550167393265
Adelie,Dream,43.2,18.5,192.0,4100.0,Male,False,False,False,False,False,4.1,799.2,2.3351351351351357,46.82926829268293,0,-0.8431212402693756,0.4055174905547209
Adelie,Biscoe,35.0,17.9,192.0,3725.0,Female,False,False,False,False,False,3.725,626.5,1.9553072625698324,51.54362416107382,0,-1.5177024242550943,-0.815714387827787
Adelie,Biscoe,41.0,20.0,203.0,4725.0,Male,False,False,False,False,False,4.725,820.0,2.05,42.96296296296297,0,-0.939694283225491,0.7421167675262933
Adelie,Biscoe,37.7,16.0,183.0,3075.0,Female,False,False,False,False,False,3.075,603.2,2.35625,59.512195121951216,0,-1.1721160385543539,-1.239848899011902
Adelie,Biscoe,37.8,20.0,190.0,4250.0,Male,False,False,False,False,False,4.25,756.0,1.89,44.70588235294117,0,-1.8754481104338592,0.32170684310406933
Adelie,Biscoe,37.9,18.6,193.0,2925.0,Female,False,False,False,False,False,2.925,704.94,2.0376344086021505,65.98290598290599,0,-1.3592557989585001,-0.19447942514125102
Adelie,Biscoe,39.7,18.9,184.0,3550.0,Male,False,False,False,False,False,3.55,750.33,2.100529100529101,51.83098591549296,0,-1.6783697099334074,0.1148520844156523
Adelie,Biscoe,38.6,17.2,199.0,3750.0,Female,False,False,False,False,False,3.75,663.92,2.244186046511628,53.06666666666667,0,-0.6411520006917131,-0.6303903176670215
Adelie,Biscoe,38.2,20.0,190.0,3900.0,Male,False,False,False,False,False,3.9,764.0,1.91,48.71794871794872,0,-1.834912076359069,0.3700734850846276
Adelie,Biscoe,38.1,17.0,181.0,3175.0,Female,False,False,False,False,False,3.175,647.7,2.2411764705882358,57.00787401574804,0,-1.4863308191781688,-0.8137730025620297
Adelie,Biscoe,43.2,19.0,197.0,4775.0,Male,False,False,False,False,False,4.775,820.8000000000001,2.273684210526316,41.2565445026178,2,-0.738281776260192,0.6098229432868072
Adelie,Biscoe,38.1,16.5,198.0,3825.0,Female,False,False,False,False,False,3.825,628.65,2.309090909090909,51.76470588235294,0,-0.5563824215395715,-0.9614254284702104
Adelie,Biscoe,45.6,20.3,191.0,4600.0,Male,False,False,False,False,False,4.6,925.68,2.246305418719212,41.52173913043479,2,-1.1161633913561158,1.3822893581983866
Adelie,Biscoe,39.7,17.7,193.0,3200.0,Female,False,False,False,False,False,3.2,702.69,2.2429378531073447,60.3125,0,-0.9422323738007485,-0.321403112900354
Adelie,Biscoe,42.2,19.5,197.0,4275.0,Male,False,False,False,False,False,4.275,822.9000000000001,2.1641025641025644,46.08187134502924,0,-0.9699614569033869,0.6803361031529755
Adelie,Biscoe,39.6,20.7,191.0,3900.0,Female,False,False,False,False,False,3.9,819.72,1.9130434782608696,48.97435897435898,0,-1.8284755788429343,0.809933540344071
Adelie,Biscoe,42.7,18.3,196.0,4075.0,Male,False,False,False,False,False,4.075,781.4100000000001,2.333333333333333,48.09815950920245,0,-0.6535121971080504,0.27878783248361827
Adelie,Torgersen,38.6,17.0,188.0,2900.0,Female,False,False,False,False,False,2.9,656.2,2.2705882352941176,64.82758620689656,0,-1.1064100933331151,-0.735288737005999
Adelie,Torgersen,37.3,20.5,199.0,3775.0,Male,False,False,False,False,False,3.775,764.65,1.819512195121951,52.71523178807947,0,-1.6331354414458386,0.47585454369207775
Adelie,Torgersen,35.7,17.0,189.0,3350.0,Female,False,False,False,False,False,3.35,606.9000000000001,2.1,56.4179104477612,0,-1.3532605284822579,-1.0833717537821368
Adelie,Torgersen,41.1,18.6,189.0,3325.0,Male,False,False,False,False,False,3.325,764.46,2.2096774193548385,56.84210526315789,0,-1.223110773932508,0.1821531603715915
Adelie,Torgersen,36.2,17.2,187.0,3150.0,Female,False,False,False,False,False,3.15,622.64,2.104651162790698,59.36507936507937,0,-1.448797947857421,-0.9514918205452249
Adelie,Torgersen,37.7,19.8,198.0,3500.0,Male,False,False,False,False,False,3.5,746.46,1.904040404040404,56.57142857142857,0,-1.4571597856254204,0.25364437734514433
Adelie,Torgersen,40.2,17.0,176.0,3450.0,Female,False,False,False,False,False,3.45,683.4000000000001,2.364705882352941,51.01449275362319,0,-1.5086956997509284,-0.5727238200786257
Adelie,Torgersen,41.4,18.5,202.0,3875.0,Male,False,False,False,False,False,3.875,765.9,2.2378378378378376,52.12903225806452,0,-0.5551752746751193,0.21361897747125885
Adelie,Torgersen,35.2,15.9,186.0,3050.0,Female,False,False,False,False,False,3.05,559.6800000000001,2.2138364779874213,60.98360655737705,0,-1.2582908967513011,-1.5727009516051857
Adelie,Torgersen,40.6,19.0,199.0,4000.0,Male,False,False,False,False,False,4.0,771.4,2.136842105263158,49.75,0,-0.9076943739601617,0.3005900455789918
Adelie,Torgersen,38.8,17.6,191.0,3275.0,Female,False,False,False,False,False,3.275,682.88,2.204545454545454,58.3206106870229,0,-1.1014421551639437,-0.47366428548593065
Adelie,Torgersen,41.5,18.3,195.0,4300.0,Male,False,False,False,False,False,4.3,759.45,2.26775956284153,45.34883720930232,0,-0.8221561112255,0.13111276895904014
Adelie,Torgersen,39.0,17.1,191.0,3050.0,Female,False,False,False,False,False,3.05,666.9000000000001,2.280701754385965,62.62295081967213,0,-0.9508345426703276,-0.6409107293132141
Adelie,Torgersen,44.1,18.0,210.0,4000.0,Male,False,False,False,False,False,4.0,793.8000000000001,2.45,52.5,2,0.22506904593057878,0.3692651466856995
Adelie,Torgersen,38.5,17.9,190.0,3325.0,Female,False,False,False,False,False,3.325,689.15,2.150837988826816,57.14285714285714,0,-1.2570837498868483,-0.39765654566371716
Adelie,Torgersen,43.1,19.2,197.0,3500.0,Male,False,False,False,False,False,3.5,827.52,2.244791666666667,56.285714285714285,2,-0.8005516229613778,0.6743031887186923
Adelie,Dream,36.8,18.5,193.0,3500.0,Female,False,False,False,False,False,3.5,680.8,1.989189189189189,55.142857142857146,0,-1.4446619735729267,-0.36577364355129766
Adelie,Dream,37.5,18.5,199.0,4475.0,Male,False,False,False,False,False,4.475,693.75,2.027027027027027,44.46927374301677,0,-1.0915090425835594,-0.2656811945878926
Adelie,Dream,38.1,17.6,187.0,3425.0,Female,False,False,False,False,False,3.425,670.5600000000001,2.164772727272727,54.5985401459854,0,-1.3605234623671487,-0.5686064592835254
Adelie,Dream,41.1,17.5,190.0,3900.0,Male,False,False,False,False,False,3.9,719.25,2.3485714285714288,48.71794871794872,0,-0.8893278520357403,-0.23641718464414152
Adelie,Dream,35.6,17.5,191.0,3175.0,Female,False,False,False,False,False,3.175,623.0,2.0342857142857143,60.15748031496064,0,-1.3996625086710146,-0.8988833742939046
Adelie,Dream,40.2,20.1,200.0,3975.0,Male,False,False,False,False,False,3.975,808.0200000000001,2.0,50.31446540880503,0,-1.1879417061455568,0.675944023779977
Adelie,Dream,37.0,16.5,185.0,3400.0,Female,False,False,False,False,False,3.4,610.5,2.242424242424242,54.41176470588236,0,-1.279322069855295,-1.1279104824945068
Adelie,Dream,39.7,17.9,193.0,4250.0,Male,False,False,False,False,False,4.25,710.63,2.217877094972067,45.41176470588236,0,-0.9943682119832369,-0.24483120697332933
Adelie,Dream,40.2,17.1,193.0,3400.0,Female,False,False,False,False,False,3.4,687.4200000000001,2.350877192982456,56.76470588235294,0,-0.735154816659797,-0.490660528205731
Adelie,Dream,40.6,17.2,187.0,3475.0,Male,False,False,False,False,False,3.475,698.32,2.36046511627907,53.81294964028777,0,-1.0029015730347368,-0.4194587587590906
Adelie,Dream,32.1,15.5,188.0,3050.0,Female,False,False,False,False,False,3.05,497.55,2.070967741935484,61.63934426229508,0,-1.3741018606797808,-2.0955359636427477
Adelie,Dream,40.7,17.0,190.0,3725.0,Male,False,False,False,False,False,3.725,691.9000000000001,2.394117647058824,51.00671140939597,0,-0.7995242906543084,-0.4762135914422614
Adelie,Dream,37.3,16.8,192.0,3000.0,Female,False,False,False,False,False,3.0,626.64,2.220238095238095,64.0,0,-0.9978731183213694,-0.9587516790382173
Adelie,Dream,39.0,18.7,185.0,3650.0,Male,False,False,False,False,False,3.65,729.3,2.085561497326203,50.68493150684932,0,-1.6501361194887203,-0.043786307394443995
Adelie,Dream,39.2,18.6,190.0,4250.0,Male,False,False,False,False,False,4.25,729.1200000000001,2.10752688172043,44.70588235294117,0,-1.3686211238946766,-0.04501325145315233
Adelie,Dream,36.6,18.4,184.0,3475.0,Female,False,False,False,False,False,3.475,673.4399999999999,1.9891304347826089,52.94964028776978,0,-1.862184378556805,-0.4514191557512322
Adelie,Dream,36.0,17.8,195.0,3450.0,Female,False,False,False,False,False,3.45,640.8000000000001,2.02247191011236,56.52173913043478,0,-1.2491869842976342,-0.7253583230911901
Adelie,Dream,37.8,18.1,193.0,3750.0,Male,False,False,False,False,False,3.75,684.18,2.0883977900552484,51.46666666666667,0,-1.2390502120209765,-0.39800085045395284
Adelie,Dream,36.0,17.1,187.0,3700.0,Female,False,False,False,False,False,3.7,615.6,2.1052631578947367,50.54054054054054,0,-1.4429980458035725,-1.0139610944990156
Adelie,Dream,41.5,18.5,201.0,4000.0,Male,False,False,False,False,False,4.0,767.75,2.2432432432432434,50.25,0,-0.5920770780495027,0.22313550038349364
Chinstrap,Dream,46.5,17.9,192.0,3500.0,Female,False,False,False,False,False,3.5,832.3499999999999,2.597765363128492,54.85714285714285,2,-0.352291444604897,0.5748265691132458
Chinstrap,Dream,50.0,19.5,196.0,3900.0,Male,False,False,False,False,False,3.9,975.0,2.5641025641025643,50.256410256410255,2,-0.22654460433807325,1.6209104841909447
Chinstrap,Dream,51.3,19.2,193.0,3650.0,Male,False,False,False,False,False,3.65,984.96,2.671875,52.87671232876713,2,-0.15770617200051767,1.655518798988505
Chinstrap,Dream,45.4,18.7,188.0,3525.0,Female,False,False,False,False,False,3.525,848.9799999999999,2.427807486631016,53.333333333333336,2,-0.860452138612846,0.7378053770431929
Chinstrap,Dream,52.7,19.8,197.0,3725.0,Male,False,False,False,False,False,3.725,1043.46,2.6616161616161618,52.88590604026845,2,0.015905680286104208,2.064818314033152
